PAIS,SEXO,AÑO,OBS_VALUE,OECD
Netherlands,Total,2021,81.4,NO
Netherlands,Total,2020,81.4,NO
Netherlands,Male,2023,80.5,NO
Netherlands,Male,2022,80.2,NO
Netherlands,Male,2021,79.7,NO
Netherlands,Male,2020,79.7,NO
New Zealand,Total,2020,82.3,NO
New Zealand,Total,2019,82.1,NO
New Zealand,Total,2018,81.7,NO
New Zealand,Female,2019,83.9,NO
New Zealand,Female,2018,83.5,NO
New Zealand,Female,2017,83.4,NO
New Zealand,Female,2016,83.4,NO
New Zealand,Female,2015,83.3,NO
New Zealand,Total,2017,81.7,NO
New Zealand,Total,2016,81.6,NO
New Zealand,Total,2015,81.5,NO
New Zealand,Male,2022,80.3,NO
New Zealand,Male,2021,80.5,NO
New Zealand,Male,2020,80.5,NO
New Zealand,Male,2019,80.3,NO
New Zealand,Male,2018,80,NO
New Zealand,Male,2017,79.9,NO
New Zealand,Male,2016,79.8,NO
New Zealand,Male,2015,79.7,NO
New Zealand,Female,2022,83.7,NO
New Zealand,Female,2021,84,NO
New Zealand,Female,2020,84.1,NO
New Zealand,Total,2022,82,NO
Norway,Total,2020,83.3,NO
Norway,Total,2019,83,NO
Norway,Total,2018,82.8,NO
Norway,Male,2019,81.3,NO
Norway,Male,2018,81.1,NO
Norway,Male,2017,81,NO
Norway,Male,2016,80.7,NO
Norway,Male,2015,80.5,NO
Norway,Total,2017,82.7,NO
Norway,Total,2016,82.5,NO
Norway,Total,2015,82.4,NO
Norway,Female,2022,84.2,NO
Norway,Female,2021,84.7,NO
Norway,Female,2020,84.9,NO
Norway,Female,2019,84.7,NO
Norway,Female,2018,84.5,NO
Norway,Female,2017,84.3,NO
Norway,Female,2016,84.2,NO
Norway,Female,2015,84.2,NO
Norway,Male,2022,81,NO
Norway,Male,2021,81.7,NO
Norway,Male,2020,81.6,NO
Norway,Total,2022,82.6,NO
Poland,Female,2018,81.7,NO
Poland,Female,2017,81.8,NO
Poland,Female,2016,82,NO
Poland,Male,2019,74.1,NO
Poland,Male,2018,73.7,NO
Poland,Male,2017,73.9,NO
Poland,Male,2016,73.9,NO
Poland,Male,2015,73.5,NO
Poland,Female,2015,81.6,NO
Poland,Total,2023,78.6,NO
Poland,Total,2022,77.2,NO
Poland,Total,2021,75.4,NO
Poland,Total,2020,76.4,NO
Poland,Total,2019,78,NO
Poland,Total,2018,77.7,NO
Poland,Total,2017,77.8,NO
Poland,Total,2016,78,NO
Poland,Total,2015,77.5,NO
Poland,Male,2023,74.8,NO
Poland,Male,2022,73.4,NO
Poland,Male,2021,71.4,NO
Poland,Male,2020,72.4,NO
Poland,Female,2023,82.4,NO
Poland,Female,2022,81.1,NO
Poland,Female,2021,79.5,NO
Poland,Female,2020,80.6,NO
Portugal,Male,2018,78.3,NO
Portugal,Male,2017,78.4,NO
Portugal,Male,2016,78.1,NO
Portugal,Total,2019,81.9,NO
Portugal,Total,2018,81.5,NO
Portugal,Total,2017,81.6,NO
Portugal,Total,2016,81.3,NO
Portugal,Total,2015,81.3,NO
Portugal,Male,2015,78.1,NO
Portugal,Female,2023,85.2,NO
Portugal,Female,2022,84.5,NO
Portugal,Female,2021,84.4,NO
Portugal,Female,2020,84.1,NO
Portugal,Female,2019,84.8,NO
Portugal,Female,2018,84.5,NO
Portugal,Female,2017,84.6,NO
Portugal,Female,2016,84.3,NO
Portugal,Female,2015,84.3,NO
Portugal,Total,2023,82.4,NO
Portugal,Total,2022,81.8,NO
Portugal,Total,2021,81.5,NO
Portugal,Total,2020,81.1,NO
Portugal,Male,2023,79.5,NO
Portugal,Male,2022,78.9,NO
Portugal,Male,2021,78.5,NO
Portugal,Male,2020,78,NO
Slovak Republic,Total,2018,77.4,NO
Slovak Republic,Total,2017,77.3,NO
Slovak Republic,Total,2016,77.3,NO
Slovak Republic,Female,2019,81.2,NO
Slovak Republic,Female,2018,80.8,NO
Slovak Republic,Female,2017,80.7,NO
Slovak Republic,Female,2016,80.7,NO
Slovak Republic,Female,2015,80.2,NO
Slovak Republic,Total,2015,76.7,NO
Slovak Republic,Male,2023,74.7,NO
Slovak Republic,Male,2022,73.6,NO
Slovak Republic,Male,2021,71.2,NO
Slovak Republic,Male,2020,73.5,NO
Slovak Republic,Male,2019,74.3,NO
Slovak Republic,Male,2018,73.9,NO
Slovak Republic,Male,2017,73.8,NO
Slovak Republic,Male,2016,73.8,NO
Slovak Republic,Male,2015,73.1,NO
Slovak Republic,Female,2023,81.5,NO
Slovak Republic,Female,2022,80.5,NO
Slovak Republic,Female,2021,78.2,NO
Slovak Republic,Female,2020,80.4,NO
Slovak Republic,Total,2023,78.1,NO
Slovak Republic,Total,2022,77,NO
Slovak Republic,Total,2021,74.6,NO
Slovak Republic,Total,2020,77,NO
Slovenia,Total,2018,81.5,NO
Slovenia,Total,2017,81.2,NO
Slovenia,Total,2016,81.2,NO
Slovenia,Female,2019,84.5,NO
Slovenia,Female,2018,84.4,NO
Slovenia,Female,2017,84,NO
Slovenia,Female,2016,84.3,NO
Slovenia,Female,2015,83.9,NO
Slovenia,Total,2015,80.9,NO
Slovenia,Male,2023,79.1,NO
Slovenia,Male,2022,78.6,NO
Slovenia,Male,2021,77.7,NO
Slovenia,Male,2020,77.8,NO
Slovenia,Male,2019,78.7,NO
Slovenia,Male,2018,78.5,NO
Slovenia,Male,2017,78.2,NO
Slovenia,Male,2016,78.2,NO
Slovenia,Male,2015,77.8,NO
Slovenia,Female,2023,85,NO
Slovenia,Female,2022,84.1,NO
Slovenia,Female,2021,83.8,NO
Slovenia,Female,2020,83.4,NO
Slovenia,Total,2023,82,NO
Slovenia,Total,2022,81.3,NO
Slovenia,Total,2021,80.7,NO
Slovenia,Total,2020,80.6,NO
Spain,Female,2018,86.3,NO
Spain,Female,2017,86.1,NO
Spain,Female,2016,86.3,NO
Spain,Male,2019,81.1,NO
Spain,Male,2018,80.7,NO
Spain,Male,2017,80.6,NO
Spain,Male,2016,80.5,NO
Spain,Male,2015,80.1,NO
Spain,Female,2015,85.7,NO
Spain,Total,2023,84,NO
Spain,Total,2022,83.2,NO
Spain,Total,2021,83.3,NO
Spain,Total,2020,82.4,NO
Spain,Total,2019,84,NO
Spain,Total,2018,83.5,NO
Spain,Total,2017,83.4,NO
Spain,Total,2016,83.5,NO
Spain,Total,2015,83,NO
Spain,Male,2023,81.2,NO
Spain,Male,2022,80.5,NO
Spain,Male,2021,80.4,NO
Spain,Male,2020,79.6,NO
Spain,Female,2023,86.7,NO
Spain,Female,2022,85.9,NO
Spain,Female,2021,86.2,NO
Spain,Female,2020,85.2,NO
Sweden,Female,2018,84.3,NO
Sweden,Female,2017,84.1,NO
Sweden,Female,2016,84.1,NO
Sweden,Male,2019,81.5,NO
Sweden,Male,2018,80.9,NO
Sweden,Male,2017,80.8,NO
Sweden,Male,2016,80.6,NO
Sweden,Male,2015,80.4,NO
Sweden,Female,2015,84.1,NO
Sweden,Total,2023,83.4,NO
Sweden,Total,2022,83.1,NO
Sweden,Total,2021,83.1,NO
Sweden,Total,2020,82.4,NO
Sweden,Total,2019,83.2,NO
Sweden,Total,2018,82.6,NO
Sweden,Total,2017,82.5,NO
Sweden,Total,2016,82.4,NO
Sweden,Total,2015,82.2,NO
Sweden,Male,2023,81.7,NO
Sweden,Male,2022,81.4,NO
Sweden,Male,2021,81.3,NO
Sweden,Male,2020,80.6,NO
Sweden,Female,2023,85,NO
Sweden,Female,2022,84.8,NO
Sweden,Female,2021,84.9,NO
Sweden,Female,2020,84.2,NO
Switzerland,Male,2018,81.9,NO
Switzerland,Male,2017,81.6,NO
Switzerland,Male,2016,81.7,NO
Switzerland,Total,2019,84,NO
Switzerland,Total,2018,83.8,NO
Switzerland,Total,2017,83.7,NO
Switzerland,Total,2016,83.7,NO
Switzerland,Total,2015,83,NO
Switzerland,Male,2015,80.8,NO
Switzerland,Female,2023,85.9,NO
Switzerland,Female,2022,85.5,NO
Switzerland,Female,2021,85.8,NO
Switzerland,Female,2020,85.1,NO
Switzerland,Female,2019,85.8,NO
Switzerland,Female,2018,85.7,NO
Switzerland,Female,2017,85.6,NO
Switzerland,Female,2016,85.6,NO
Switzerland,Female,2015,85.1,NO
Switzerland,Total,2023,84.2,NO
Switzerland,Total,2022,83.7,NO
Switzerland,Total,2021,83.9,NO
Switzerland,Total,2020,83.1,NO
Switzerland,Male,2023,82.3,NO
Switzerland,Male,2022,81.8,NO
Switzerland,Male,2021,81.8,NO
Switzerland,Male,2020,81,NO
Türkiye,Male,2020,75,NO
Türkiye,Male,2019,75.9,NO
Türkiye,Male,2018,75.6,NO
Türkiye,Female,2019,81.3,NO
Türkiye,Female,2018,81,NO
Türkiye,Female,2017,80.8,NO
Türkiye,Female,2016,80.7,NO
Türkiye,Female,2015,80.7,NO
Türkiye,Male,2017,75.3,NO
Türkiye,Male,2016,75.3,NO
Türkiye,Male,2015,75.3,NO
Türkiye,Total,2022,77.3,NO
Türkiye,Total,2021,77.5,NO
Türkiye,Total,2020,77.7,NO
Türkiye,Total,2019,78.6,NO
Türkiye,Total,2018,78.3,NO
Türkiye,Total,2017,78.1,NO
Türkiye,Total,2016,78,NO
Türkiye,Total,2015,78,NO
Türkiye,Female,2022,80,NO
Türkiye,Female,2021,80.3,NO
Türkiye,Female,2020,80.5,NO
Türkiye,Male,2022,74.7,NO
United Kingdom,Total,2020,80.3,NO
United Kingdom,Total,2019,81.3,NO
United Kingdom,Total,2018,81,NO
United Kingdom,Male,2019,79.5,NO
United Kingdom,Male,2018,79.2,NO
United Kingdom,Male,2017,79.2,NO
United Kingdom,Male,2016,79.2,NO
United Kingdom,Male,2015,79,NO
United Kingdom,Total,2017,81.1,NO
United Kingdom,Total,2016,81,NO
United Kingdom,Total,2015,80.8,NO
United Kingdom,Female,2022,82.9,NO
United Kingdom,Female,2021,82.5,NO
United Kingdom,Female,2020,82.3,NO
United Kingdom,Female,2019,83.2,NO
United Kingdom,Female,2018,82.9,NO
United Kingdom,Female,2017,82.9,NO
United Kingdom,Female,2016,82.8,NO
United Kingdom,Female,2015,82.7,NO
United Kingdom,Male,2022,79,NO
United Kingdom,Male,2021,78.5,NO
United Kingdom,Male,2020,78.3,NO
United Kingdom,Total,2022,80.9,NO
United States,Female,2020,79.9,NO
United States,Male,2021,73.5,NO
United States,Male,2020,74.2,NO
United States,Female,2019,81.4,NO
United States,Female,2018,81.2,NO
United States,Female,2017,81.1,NO
United States,Female,2016,81.1,NO
United States,Female,2015,81.1,NO
United States,Male,2019,76.3,NO
United States,Male,2018,76.2,NO
United States,Male,2017,76.1,NO
United States,Male,2016,76.2,NO
United States,Male,2015,76.3,NO
United States,Total,2021,76.4,NO
United States,Total,2020,77,NO
United States,Total,2019,78.8,NO
United States,Total,2018,78.7,NO
United States,Total,2017,78.6,NO
United States,Total,2016,78.7,NO
United States,Total,2015,78.7,NO
Argentina,Male,2020,72.5,SI
Argentina,Male,2019,73.9,SI
Argentina,Male,2018,73.6,SI
Argentina,Female,2019,80.7,SI
Argentina,Female,2018,80.3,SI
Argentina,Female,2017,80.1,SI
Argentina,Female,2016,79.7,SI
Argentina,Female,2015,80.2,SI
Argentina,Male,2017,73.5,SI
Argentina,Male,2016,72.9,SI
Argentina,Male,2015,73.3,SI
Argentina,Total,2022,76.1,SI
Argentina,Total,2021,75.4,SI
Argentina,Total,2020,75.9,SI
Argentina,Total,2019,77.3,SI
Argentina,Total,2018,77,SI
Argentina,Total,2017,76.8,SI
Argentina,Total,2016,76.3,SI
Argentina,Total,2015,76.8,SI
Argentina,Female,2022,79.3,SI
Argentina,Female,2021,78.6,SI
Argentina,Female,2020,79.3,SI
Argentina,Male,2022,72.9,SI
Brazil,Female,2020,77.4,SI
Brazil,Female,2019,78.5,SI
Brazil,Female,2018,78.3,SI
Brazil,Male,2019,72.2,SI
Brazil,Male,2018,72,SI
Brazil,Male,2017,71.6,SI
Brazil,Male,2016,71.1,SI
Brazil,Male,2015,71.1,SI
Brazil,Female,2017,78,SI
Brazil,Female,2016,77.8,SI
Brazil,Female,2015,77.6,SI
Brazil,Total,2022,73.4,SI
Brazil,Total,2021,72.8,SI
Brazil,Total,2020,74,SI
Brazil,Total,2019,75.3,SI
Brazil,Total,2018,75.1,SI
Brazil,Total,2017,74.8,SI
Brazil,Total,2016,74.4,SI
Brazil,Total,2015,74.3,SI
Brazil,Male,2022,70.3,SI
Brazil,Male,2021,69.6,SI
Brazil,Male,2020,70.7,SI
Brazil,Female,2022,76.6,SI
Bulgaria,Female,2018,78.6,SI
Bulgaria,Female,2017,78.4,SI
Bulgaria,Female,2016,78.5,SI
Bulgaria,Male,2019,71.6,SI
Bulgaria,Male,2018,71.5,SI
Bulgaria,Male,2017,71.4,SI
Bulgaria,Male,2016,71.3,SI
Bulgaria,Male,2015,71.2,SI
Bulgaria,Female,2015,78.2,SI
Bulgaria,Total,2023,75.8,SI
Bulgaria,Total,2022,74.2,SI
Bulgaria,Total,2021,71.4,SI
Bulgaria,Total,2020,73.6,SI
Bulgaria,Total,2019,75.1,SI
Bulgaria,Total,2018,75,SI
Bulgaria,Total,2017,74.8,SI
Bulgaria,Total,2016,74.9,SI
Bulgaria,Total,2015,74.7,SI
Bulgaria,Male,2023,72,SI
Bulgaria,Male,2022,70.6,SI
Bulgaria,Male,2021,68,SI
Bulgaria,Male,2020,70,SI
Bulgaria,Female,2023,79.6,SI
Bulgaria,Female,2022,77.9,SI
Bulgaria,Female,2021,75.1,SI
Bulgaria,Female,2020,77.5,SI
China (People’s Republic of),Total,2020,78.1,SI
China (People’s Republic of),Total,2019,78,SI
China (People’s Republic of),Total,2018,77.7,SI
China (People’s Republic of),Male,2019,75.3,SI
China (People’s Republic of),Male,2018,75,SI
China (People’s Republic of),Male,2017,74.4,SI
China (People’s Republic of),Male,2016,74.6,SI
China (People’s Republic of),Male,2015,74.4,SI
China (People’s Republic of),Total,2017,77.2,SI
China (People’s Republic of),Total,2016,77.2,SI
China (People’s Republic of),Total,2015,77,SI
China (People’s Republic of),Female,2022,81.3,SI
China (People’s Republic of),Female,2021,81.2,SI
China (People’s Republic of),Female,2020,81.1,SI
China (People’s Republic of),Female,2019,80.8,SI
China (People’s Republic of),Female,2018,80.6,SI
China (People’s Republic of),Female,2017,80.3,SI
China (People’s Republic of),Female,2016,80.1,SI
China (People’s Republic of),Female,2015,79.8,SI
China (People’s Republic of),Male,2022,76,SI
China (People’s Republic of),Male,2021,75.5,SI
China (People’s Republic of),Male,2020,75.3,SI
China (People’s Republic of),Total,2022,78.6,SI
Croatia,Female,2018,81.5,SI
Croatia,Female,2017,81,SI
Croatia,Female,2016,81.3,SI
Croatia,Male,2019,75.5,SI
Croatia,Male,2018,74.9,SI
Croatia,Male,2017,74.9,SI
Croatia,Male,2016,75,SI
Croatia,Male,2015,74.4,SI
Croatia,Female,2015,80.5,SI
Croatia,Total,2023,78.6,SI
Croatia,Total,2022,77.7,SI
Croatia,Total,2021,76.6,SI
Croatia,Total,2020,77.6,SI
Croatia,Total,2019,78.6,SI
Croatia,Total,2018,78.2,SI
Croatia,Total,2017,78,SI
Croatia,Total,2016,78.2,SI
Croatia,Total,2015,77.5,SI
Croatia,Male,2023,75.4,SI
Croatia,Male,2022,74.6,SI
Croatia,Male,2021,73.5,SI
Croatia,Male,2020,74.5,SI
Croatia,Female,2023,81.8,SI
Croatia,Female,2022,80.8,SI
Croatia,Female,2021,79.7,SI
Croatia,Female,2020,80.7,SI
India,Male,2020,68.6,SI
India,Male,2019,69.5,SI
India,Male,2018,69.4,SI
India,Female,2019,72.4,SI
India,Female,2018,72.1,SI
India,Female,2017,71.9,SI
India,Female,2016,71.5,SI
India,Female,2015,71.1,SI
India,Male,2017,69.2,SI
India,Male,2016,68.8,SI
India,Male,2015,68.3,SI
India,Total,2022,67.7,SI
India,Total,2021,67.2,SI
India,Total,2020,70.2,SI
India,Total,2019,70.9,SI
India,Total,2018,70.7,SI
India,Total,2017,70.5,SI
India,Total,2016,70.1,SI
India,Total,2015,69.6,SI
India,Female,2022,69.4,SI
India,Female,2021,68.9,SI
India,Female,2020,71.8,SI
India,Male,2022,66.3,SI
Indonesia,Female,2020,71,SI
Indonesia,Female,2019,72.6,SI
Indonesia,Female,2018,72.4,SI
Indonesia,Male,2019,68.5,SI
Indonesia,Male,2018,68.3,SI
Indonesia,Male,2017,68,SI
Indonesia,Male,2016,67.9,SI
Indonesia,Male,2015,67.8,SI
Indonesia,Female,2017,71.9,SI
Indonesia,Female,2016,71.8,SI
Indonesia,Female,2015,71.6,SI
Indonesia,Total,2022,68.3,SI
Indonesia,Total,2021,67.6,SI
Indonesia,Total,2020,68.8,SI
Indonesia,Total,2019,70.5,SI
Indonesia,Total,2018,70.3,SI
Indonesia,Total,2017,69.9,SI
Indonesia,Total,2016,69.8,SI
Indonesia,Total,2015,69.7,SI
Indonesia,Male,2022,66.2,SI
Indonesia,Male,2021,65.5,SI
Indonesia,Male,2020,66.7,SI
Indonesia,Female,2022,70.4,SI
Peru,Female,2020,76.8,SI
Peru,Female,2019,78.5,SI
Peru,Female,2018,78.3,SI
Peru,Total,2019,76.2,SI
Peru,Total,2018,76,SI
Peru,Total,2017,75.9,SI
Peru,Total,2016,75.8,SI
Peru,Total,2015,75.6,SI
Peru,Female,2017,78.1,SI
Peru,Female,2016,78,SI
Peru,Female,2015,77.7,SI
Peru,Male,2022,71.3,SI
Peru,Male,2021,70.1,SI
Peru,Male,2020,70.8,SI
Peru,Male,2019,73.9,SI
Peru,Male,2018,73.8,SI
Peru,Male,2017,73.7,SI
Peru,Male,2016,73.7,SI
Peru,Male,2015,73.6,SI
Peru,Total,2022,73.4,SI
Peru,Total,2021,72.4,SI
Peru,Total,2020,73.7,SI
Peru,Female,2022,75.5,SI
Romania,Total,2018,75.3,SI
Romania,Total,2017,75.2,SI
Romania,Total,2016,75.2,SI
Romania,Female,2019,79.5,SI
Romania,Female,2018,79.2,SI
Romania,Female,2017,79,SI
Romania,Female,2016,79,SI
Romania,Female,2015,78.6,SI
Romania,Total,2015,74.9,SI
Romania,Male,2023,72.9,SI
Romania,Male,2022,71.3,SI
Romania,Male,2021,69.2,SI
Romania,Male,2020,70.4,SI
Romania,Male,2019,71.9,SI
Romania,Male,2018,71.7,SI
Romania,Male,2017,71.6,SI
Romania,Male,2016,71.6,SI
Romania,Male,2015,71.4,SI
Romania,Female,2023,80.5,SI
Romania,Female,2022,79.2,SI
Romania,Female,2021,76.6,SI
Romania,Female,2020,78.3,SI
Romania,Total,2023,76.6,SI
Romania,Total,2022,75.1,SI
Romania,Total,2021,72.8,SI
Romania,Total,2020,74.2,SI
Russia,Male,2017,67.5,SI
Russia,Male,2016,66.5,SI
Russia,Male,2015,65.9,SI
Russia,Female,2019,78.2,SI
Russia,Female,2018,77.8,SI
Russia,Female,2017,77.6,SI
Russia,Female,2016,77.1,SI
Russia,Female,2015,76.7,SI
Russia,Total,2019,73.2,SI
Russia,Total,2018,72.8,SI
Russia,Total,2017,72.6,SI
Russia,Total,2016,71.8,SI
Russia,Total,2015,71.3,SI
Russia,Male,2019,68.2,SI
South Africa,Female,2020,68,SI
South Africa,Female,2019,69.1,SI
South Africa,Female,2018,68.7,SI
South Africa,Total,2019,66.2,SI
South Africa,Total,2018,65.7,SI
South Africa,Total,2017,65.4,SI
South Africa,Total,2016,64.7,SI
South Africa,Total,2015,64,SI
South Africa,Female,2017,68.4,SI
South Africa,Female,2016,67.8,SI
South Africa,Female,2015,66.8,SI
South Africa,Male,2022,58.6,SI
South Africa,Male,2021,59.5,SI
South Africa,Male,2020,62.2,SI
South Africa,Male,2019,62.8,SI
South Africa,Male,2018,62.2,SI
South Africa,Male,2017,62,SI
South Africa,Male,2016,61.3,SI
South Africa,Male,2015,60.7,SI
South Africa,Total,2022,61.5,SI
South Africa,Total,2021,62.3,SI
South Africa,Total,2020,65.3,SI
South Africa,Female,2022,64.2,SI
Australia,Female,2021,85.4,NO
Austria,Male,2019,79.7,NO
Belgium,Female,2019,84.3,NO
Canada,Total,2021,81.6,NO
Chile,Female,2019,83.4,NO
Colombia,Total,2021,76.8,NO
Costa Rica,Female,2019,83,NO
Czechia,Female,2019,82.2,NO
Denmark,Female,2019,83.5,NO
Estonia,Male,2019,74.5,NO
Finland,Male,2019,79.3,NO
France,Male,2019,79.9,NO
Germany,Male,2021,78.4,NO
Greece,Female,2019,84.2,NO
Hungary,Male,2019,73.1,NO
Iceland,Male,2019,81.7,NO
Ireland,Female,2021,84.3,NO
Israel,Male,2021,80.5,NO
Italy,Male,2019,81.4,NO
Japan,Total,2021,84.5,NO
Korea,Female,2021,86.6,NO
Latvia,Female,2019,80.1,NO
Lithuania,Male,2019,71.6,NO
Luxembourg,Male,2019,80.2,NO
Mexico,Male,2019,71.8,NO
Netherlands,Male,2019,80.6,NO
New Zealand,Total,2021,82.3,NO
Norway,Total,2021,83.2,NO
Poland,Female,2019,81.9,NO
Portugal,Male,2019,78.7,NO
Slovak Republic,Total,2019,77.8,NO
Slovenia,Total,2019,81.6,NO
Spain,Female,2019,86.7,NO
Sweden,Female,2019,84.8,NO
Switzerland,Male,2019,82.1,NO
Türkiye,Male,2021,74.8,NO
United Kingdom,Total,2021,80.5,NO
United States,Female,2021,79.3,NO
Argentina,Male,2021,72.2,SI
Brazil,Female,2021,76,SI
Bulgaria,Female,2019,78.8,SI
China (People’s Republic of),Total,2021,78.2,SI
Croatia,Female,2019,81.6,SI
India,Male,2021,65.8,SI
Indonesia,Female,2021,69.7,SI
Peru,Female,2021,74.7,SI
Romania,Total,2019,75.6,SI
Russia,Male,2018,67.8,SI
South Africa,Female,2021,65,SI